wally	40/-74	0.14285714285714285	0.7650323779476406	21	0
exploring	40/-74	0.1092436974789916	0.5096135227515508	119	0
sho	40/-74	0.0421377183967112	0.1341022999631464	973	0
solid	42/-76	0.05615942028985507	0.28895142803476415	552	7
hiring	47/-123	0.029855407388901033	3.7025085485685465e-06	64042	1528
interests	38/-78	0.08333333333333333	0.7597476366843425	36	0
bumble	34/-119	0.13043478260869565	0.9307979510013711	23	0
chico	39/-122	0.5352112676056338	0.8342422306704786	71	0
target…	44/-94	0.18181818181818182	0.8702407492417416	11	0
mi	42/-84	0.23994340004042855	0.19034213905484404	4947	0
thanksgiving	40/-74	0.05269453538151599	3.7025085485685465e-06	15884	0
neighborhood	41/-88	0.05533596837944664	0.29933475083087263	253	1
day	40/-74	0.03971277842907386	3.7025085485685465e-06	20472	5
breaker	32/-98	0.06666666666666667	0.6638695796706652	30	0
lo	25/-101	0.11405295315682282	0.10788607162625065	3928	0
chicken	40/-74	0.050518134715025906	0.1948776969927144	772	0
seeing	40/-74	0.056439942112879886	0.07559057329772102	2073	2
retailers	43/-80	0.0851063829787234	0.6076188943987435	47	0
christmas	40/-74	0.02982771920802263	3.7025085485685465e-06	11667	8
hopkinsville	36/-88	0.5384615384615384	1.0665353882231603	13	0
hmm	34/-119	0.07222222222222222	0.39432925084453446	180	0
eliza	38/-80	0.3333333333333333	0.9874641831115328	15	0
guyssss	37/-86	0.14285714285714285	0.8665380691766168	7	0
lil	29/-96	0.05233219567690557	0.06307300574776112	2637	0
en	25/-101	0.21966261563577	0.16445490412888336	5513	0
bouta	38/-78	0.07894736842105263	0.3680922913278287	266	0
text	40/-74	0.029978586723768737	0.11881981985668522	1401	17
will…	38/-78	0.04964539007092199	0.425424087057834	141	0
park	40/-74	0.15329184408778251	0.19134260012118068	3053	0
holi…	29/-83	0.16666666666666666	0.9036587187456127	6	0
flowers	28/-82	0.11531531531531532	0.3493855693652457	555	0
work	34/-119	0.029853479853479855	3.7025085485685465e-06	32760	731
film	34/-119	0.07061068702290077	0.2487709629639616	524	0
sick	29/-96	0.0323868677905945	0.023255780492523487	2254	3
blackfriday	42/-76	0.07101063829787234	0.008629588191964212	7520	75
srsly	42/-76	0.10256410256410256	0.6417334034994188	39	0
asf	29/-96	0.05041246562786435	0.1727118742647417	1091	3
halftime	31/-96	0.035343035343035345	0.2641634420548984	481	8
uva	38/-79	0.22764227642276422	0.5583584728891889	246	0
off…	34/-119	0.052083333333333336	0.36656582081399175	192	0
hyde…	25/-81	0.5	1.2292919481045401	2	0
stocking	40/-74	0.05442176870748299	0.4237730146771562	147	0
spending	34/-119	0.03781979977753059	0.14060149700497113	899	5
thread	40/-74	0.047569803516028956	0.1808044411878331	967	0
gz	34/-118	0.3333333333333333	1.102396331157636	3	0
well	40/-74	0.03696591454632741	3.7025085485685465e-06	6249	1
good	40/-74	0.03639037813730607	3.7025085485685465e-06	21077	5
holy	40/-74	0.03414996288047513	0.0669082099811274	1347	1
absolute	40/-74	0.0472636815920398	0.2644211481242841	402	0
mm	43/-79	0.36	0.6298137801623461	200	0
messages	40/-74	0.044444444444444446	0.3213235232743025	225	0
locally	38/-91	0.05555555555555555	0.5750649743962892	36	0
dialysis	40/-75	0.0477326968973747	0.27864454447654563	419	0
year	40/-74	0.03844061650045331	3.7025085485685465e-06	11030	0
gose	45/-123	0.10344827586206896	0.6875424847154877	29	0
starbucks	47/-123	0.05194805194805195	0.17776782269187874	1232	14
arkansas	34/-93	0.23925667828106853	0.3989018894543063	861	0
turkey	40/-74	0.050594227504244485	0.03481689401809139	2945	4
sauce	29/-96	0.04279279279279279	0.2254064441656229	444	1
happythankgiving	37/-123	0.09210526315789473	0.5401880621481124	76	0
tomorrow	40/-74	0.03367441860465116	3.7025085485685465e-06	5375	9
contact	40/-74	0.060526315789473685	0.2942564881831899	380	0
bihday	29/-96	0.038313120176405736	3.7025085485685465e-06	7256	20
broomall	39/-76	0.9090909090909091	4.999993903505181	11	0
say	40/-74	0.039535429375879866	3.7025085485685465e-06	8524	1
fbi	38/-78	0.0797872340425532	0.41623371550766175	188	0
third	34/-119	0.03949447077409163	0.2748987100502454	633	14
with…	40/-74	0.06654991243432574	0.2447685430902906	571	1
pathetic	40/-74	0.05995203836930456	0.2897464252608319	417	0
tells	40/-74	0.05665024630541872	0.28846079619989884	406	0
undeaker	29/-99	0.25	1.1472499771688718	8	0
ca	34/-119	0.17478632478632478	0.10154032894746068	9360	0
